index,red1,ir1,red2,ir2
850,164617,139265,174437,143022
851,164575,139270,174454,143030
852,164500,139238,174539,143061
853,164379,139225,174588,143091
854,164379,139223,174557,143067
855,164402,139245,174588,143072
856,164429,139250,174650,143104
857,164463,139247,174702,143125
858,164455,139246,174753,143147
859,164454,139248,174781,143158
860,164444,139244,174787,143162
861,164454,139242,174799,143155
862,164484,139239,174795,143154
863,164506,139247,174808,143160
864,164531,139255,174805,143160
865,164527,139253,174830,143152
866,164527,139252,174874,143167
867,164535,139253,174890,143172
868,164527,139257,174902,143161
869,164531,139264,174820,143129
870,164543,139271,174547,143033
871,164563,139279,174424,142998
872,164575,139271,174448,143009
873,164574,139273,174487,143011
874,164488,139263,174526,143023
875,164344,139235,174612,143063
876,164302,139229,174630,143061
877,164329,139247,174562,143045
878,164331,139255,174589,143059
879,164349,139260,174651,143086
880,164410,139271,174702,143092
881,164413,139275,174740,143113
882,164404,139286,174754,143114
883,164410,139291,174763,143106
884,164445,139288,174783,143114
885,164489,139291,174771,143105
886,164519,139299,174790,143116
887,164532,139309,174799,143102
888,164541,139306,174806,143111
889,164544,139304,174835,143131
890,164563,139306,174869,143140
891,164556,139305,174877,143135
892,164578,139306,174728,143074
893,164586,139326,174392,142954
894,164610,139319,174257,142899
895,164620,139317,174278,142927
896,164628,139327,174291,142910
897,164595,139342,174277,142913
898,164418,139297,174380,142958
899,164322,139279,174419,142966
900,164337,139295,174370,142948
901,164346,139299,174386,142954
902,164341,139302,174444,142978
903,164384,139304,174504,142996
904,164421,139307,174551,143008
905,164412,139317,174575,143015
906,164420,139324,174608,143026
907,164448,139319,174618,143021
908,164457,139319,174618,143030
909,164503,139323,174635,143021
910,164515,139325,174637,143025
911,164521,139326,174655,143023
912,164535,139324,174685,143034
913,164549,139325,174716,143043
914,164554,139316,174734,143053
915,164572,139319,174635,143007
916,164575,139321,174291,142886
917,164592,139303,174076,142803
918,164587,139306,174072,142812
919,164595,139299,174071,142812
920,164611,139296,174038,142808
921,164567,139284,174160,142849
922,164426,139255,174233,142881
923,164314,139237,174169,142856
924,164306,139225,174158,142853
925,164340,139245,174235,142888
926,164340,139257,174308,142916
927,164367,139255,174368,142925
928,164420,139254,174409,142947
929,164411,139270,174432,142948
930,164404,139262,174441,142952
931,164438,139295,174454,142950
932,164410,139161,174051,142700
933,164425,139170,174055,142699
934,164425,139162,173905,142625
935,164429,139161,173479,142474
936,164456,139167,173261,142395
937,164468,139156,173314,142416
938,164473,139145,173311,142431
939,164462,139137,173305,142433
940,164338,139109,173478,142480
941,164186,139074,173573,142513
942,164142,139062,173541,142501
943,164134,139070,173531,142501
944,164145,139080,173594,142528
945,164180,139077,173659,142544
946,164240,139079,173727,142569
947,164215,139062,173781,142594
948,164193,139033,173834,142612
949,164203,139039,173885,142632
950,164238,139039,173927,142642
951,164287,139033,173957,142656
952,164299,139042,174018,142677
953,164320,139039,174084,142709
954,164334,139031,174158,142742
955,164334,139038,174248,142769
956,164345,139044,174310,142799
957,164369,139035,174361,142812
958,164388,139049,174268,142771
959,164408,139050,173959,142653
960,164415,139051,173785,142607
961,164439,139054,173832,142625
962,164453,139060,173871,142643
963,164371,139037,173921,142657
964,164236,139001,174062,142716
965,164187,139009,174146,142749
966,164209,139018,174107,142752
967,164219,139024,174143,142772
968,164243,139051,174229,142800
969,164298,139068,174283,142815
970,164255,139055,174330,142830
971,164251,139067,174330,142838
972,164280,139073,174308,142814
973,164313,139078,174257,142788
974,164329,139069,174216,142765
975,164361,139058,174210,142747
976,164369,139035,174204,142737
977,164379,139008,174237,142754
978,164385,139023,174262,142764
979,164385,139026,174278,142760
980,164382,139040,174259,142753
981,164394,139042,174017,142647
982,164409,139054,173733,142536
983,164429,139064,173652,142515
984,164445,139059,173695,142526
985,164392,139053,173760,142559
986,164261,139029,173878,142600
987,164165,139025,173956,142628
988,164151,139014,173920,142607
989,164158,139022,173906,142606
990,164131,139019,173988,142632
991,164155,139017,174036,142658
992,164167,139018,174070,142660
993,164137,139016,174139,142688
994,164146,139019,174226,142726
995,164170,139028,174301,142745
996,164206,139032,174281,142737
997,164246,139038,174302,142753
998,164270,139046,174382,142784
999,164295,139050,174462,142825
1000,164316,139063,174517,142834
1001,164334,139057,174457,142813
1002,164334,139056,174138,142683
1003,164348,139059,173832,142575
1004,164367,139055,173812,142568
1005,164375,139061,173856,142589
1006,164384,139067,173827,142578
1007,164392,139066,173904,142602
1008,164383,139074,174048,142657
1009,164269,139059,174052,142667
1010,164106,139042,174009,142643
1011,164062,139032,174040,142659
1012,164081,139066,174099,142666
1013,164093,139076,174158,142686
1014,164115,139072,174214,142709
1015,164182,139110,174243,142728
1016,164198,139129,174277,142733
1017,164179,139123,174287,142726
1018,164184,139125,174297,142724
1019,164215,139140,174307,142730
1020,164247,139138,174353,142742
1021,164283,139161,174393,142751
1022,164315,139177,174386,142751
1023,164340,139186,174136,142653
1024,164361,139197,173782,142518
1025,164376,139202,173681,142492
1026,164415,139239,173726,142509
1027,164448,139252,173692,142495
1028,164465,139263,173755,142518
1029,164487,139256,173900,142576
1030,164493,139247,173923,142583
1031,164496,139239,173873,142559
1032,164252,138907,173866,142450
1033,164232,138919,173459,142305
1034,164260,138925,173379,142292
1035,164299,138933,173456,142312
1036,164315,138924,173409,142298
1037,164342,138937,173481,142313
1038,164352,138957,173623,142377
1039,164377,138941,173661,142397
1040,164394,138935,173634,142385
1041,164419,138943,173692,142407
1042,164430,138950,173798,142449
1043,164453,138951,173865,142471
1044,164457,138940,173899,142486
1045,164450,138948,173930,142489
1046,164365,138924,173966,142500
1047,164162,138892,173992,142510
1048,164050,138878,174006,142522
1049,164076,138886,174055,142532
1050,164081,138895,174108,142553
1051,164089,138888,174082,142542
1052,164165,138895,173751,142402
1053,164209,138907,173302,142244
1054,164196,138903,173206,142212
1055,164201,138899,173280,142243
1056,164230,138898,173314,142252
1057,164280,138904,173482,142329
1058,164298,138886,173718,142420
1059,164311,138888,173715,142416
1060,164328,138887,173684,142404
1061,164340,138895,173740,142427
1062,164325,138881,173837,142466
1063,164341,138877,173869,142476
1064,164327,138876,173898,142484
1065,164346,138883,173935,142500
1066,164373,138876,173961,142505
1067,164391,138877,173987,142515
1068,164335,138861,174016,142531
1069,164183,138817,174059,142535
1070,164086,138796,174109,142561
1071,164099,138787,174008,142520
1072,164117,138798,173565,142348
1073,164112,138788,173232,142225
1074,164181,138805,173270,142255
1075,164222,138814,173292,142254
1076,164201,138804,173287,142251
1077,164214,138811,173458,142305
1078,164248,138825,173554,142348
1079,164294,138833,173487,142319
1080,164341,138829,173484,142311
1081,164377,138888,173569,142348
1082,164401,138923,173636,142374
1083,164417,138925,173666,142388
1084,164424,138923,173713,142397
1085,164428,138924,173766,142417
1086,164457,138925,173786,142428
1087,164493,138934,173826,142438
1088,164506,138941,173863,142441
1089,164521,138947,173846,142447
1090,164455,138928,173526,142317
1091,164254,138888,173058,142145
1092,164142,138882,173004,142131
1093,164146,138899,173056,142146
1094,164183,138921,173044,142136
1095,164179,138917,173193,142195
1096,164247,138941,173345,142247
1097,164266,138961,173345,142253
1098,164226,138953,173302,142240
1099,164229,138959,173365,142257
1100,164263,138967,173432,142279
1101,164273,138971,173517,142312
1102,164293,138973,173563,142319
1103,164303,138994,173556,142305
1104,164302,138985,173537,142302
1105,164279,138963,173562,142302
1106,164306,138971,173585,142314
1107,164329,138984,173593,142317
1108,164340,138965,173396,142227
1109,164371,138964,172856,142021
1110,164384,138956,172645,141945
1111,164279,138913,172648,141956
1112,164146,138873,172682,141959
1113,164114,138863,172842,142031
1114,164147,138882,173132,142133
1115,164186,138881,173184,142157
1116,164250,138878,173098,142127
1117,164284,138863,173104,142121
1118,164243,138866,173136,142124
1119,164237,138874,173209,142150
1120,164249,138872,173290,142179
1121,164279,138873,173351,142197
1122,164290,138885,173416,142228
1123,164308,138885,173457,142237
1124,164329,138888,173434,142232
1125,164329,138877,173467,142236
1126,164346,138879,173565,142273
1127,164360,138883,173602,142281
1128,164372,138873,173454,142222
1129,164394,138892,172954,142015
1130,164330,138875,172626,141901
1131,164140,138837,172658,141918
1132,163823,138714,173794,142276
1133,163840,138738,173779,142254
1134,163867,138748,173410,142106
1135,163950,138760,172992,141948
1136,163986,138745,173007,141959
1137,163952,138738,173095,141998
1138,163936,138712,173146,142015
1139,163979,138723,173297,142075
1140,164048,138747,173448,142125
1141,164079,138754,173413,142110
1142,164108,138745,173395,142116
1143,164117,138753,173453,142140
1144,164136,138756,173542,142171
1145,164146,138738,173620,142193
1146,164152,138744,173707,142226
1147,164168,138729,173762,142249
1148,164180,138714,173800,142275
1149,164207,138727,173808,142275
1150,164174,138715,173836,142273
1151,163979,138655,173883,142293
1152,163817,138625,173926,142307
1153,163827,138623,173978,142321
1154,163857,138629,174016,142334
1155,163876,138632,173857,142271
1156,163950,138648,173442,142105
1157,163996,138674,173228,142035
1158,163965,138679,173284,142057
1159,163963,138679,173353,142086
1160,163994,138665,173432,142126
1161,164027,138689,173576,142178
1162,164063,138692,173578,142176
1163,164071,138682,173528,142157
1164,164102,138685,173562,142174
1165,164112,138683,173624,142204
1166,164110,138694,173711,142230
1167,164136,138691,173762,142249
1168,164150,138693,173803,142262
1169,164185,138700,173825,142278
1170,164156,138701,173821,142273
1171,163979,138674,173821,142271
1172,163841,138638,173850,142283
1173,163851,138650,173897,142295
1174,163878,138652,173950,142310
1175,163912,138668,173969,142323
1176,163991,138669,173868,142268
1177,164013,138664,173467,142114
1178,163969,138640,173194,142031
1179,163961,138650,173246,142043
1180,163989,138635,173302,142067
1181,164013,138631,173380,142091
1182,164050,138634,173523,142144
1183,164065,138616,173562,142160
1184,164082,138606,173511,142137
1185,164105,138607,173527,142149
1186,164103,138605,173622,142182
1187,164124,138601,173695,142212
1188,164137,138624,173751,142243
1189,164159,138652,173812,142255
1190,164113,138652,173851,142280
1191,163880,138624,173884,142284
1192,163782,138621,173899,142296
1193,163793,138642,173924,142301
1194,163823,138663,173966,142324
1195,163856,138698,173998,142335
1196,163939,138713,174039,142347
1197,163971,138700,174058,142356
1198,163954,138672,173913,142295
1199,163955,138656,173469,142118
1200,164000,138679,173206,142031
1201,164052,138708,173265,142060
1202,164091,138725,173307,142064
1203,164109,138720,173333,142071
1204,164139,138696,173486,142140
1205,164162,138689,173542,142165
1206,164180,138681,173519,142148
1207,164200,138670,173538,142160
1208,164228,138664,173612,142201
1209,164246,138660,173708,142225
1210,164275,138671,173758,142246
1211,164196,138656,173826,142270
1212,163959,138618,173865,142274
1213,163871,138616,173888,142279
1214,163925,138663,173915,142301
1215,163964,138692,173946,142308
1216,164020,138737,173971,142325
1217,164118,138779,173993,142316
1218,164122,138772,174026,142329
1219,164073,138741,174080,142360
1220,164051,138739,174100,142355
1221,164069,138746,174031,142332
1222,164085,138742,173617,142161
1223,164110,138733,173311,142049
1224,164150,138761,173315,142060
1225,164182,138768,173356,142079
1226,164213,138775,173362,142074
1227,164254,138782,173478,142125
1228,164274,138782,173583,142170
1229,164312,138782,173560,142155
1230,164347,138776,173551,142152
1231,164359,138765,173616,142175
1232,164000,138656,174205,142403
1233,164065,138624,174235,142383
1234,164097,138628,174247,142392
1235,164138,138638,174272,142401
1236,164160,138645,174283,142406
1237,164175,138655,174295,142406
1238,164181,138669,174306,142413
1239,164185,138674,174312,142422
1240,164201,138655,174323,142417
1241,164211,138656,174320,142420
1242,164232,138622,174202,142372
1243,164254,138605,173805,142216
1244,164277,138597,173584,142151
1245,164307,138586,173610,142160
1246,164291,138598,173621,142159
1247,164121,138561,173637,142167
1248,163924,138519,173739,142198
1249,163899,138534,173808,142230
1250,163935,138552,173762,142209
1251,163968,138571,173790,142215
1252,164014,138571,173849,142235
1253,164089,138606,173927,142262
1254,164071,138595,173977,142281
1255,164055,138581,174011,142304
1256,164060,138583,174050,142305
1257,164079,138575,174067,142313
1258,164090,138566,174095,142325
1259,164116,138574,174112,142325
1260,164134,138564,174124,142332
1261,164145,138560,174138,142334
1262,164168,138549,174149,142344
1263,164198,138555,174173,142355
1264,164221,138553,174204,142371
1265,164237,138549,174239,142389
1266,164258,138553,174198,142379
1267,164279,138543,173900,142257
1268,164309,138544,173572,142140
1269,164310,138545,173521,142121
1270,164299,138538,173532,142133
1271,164109,138485,173513,142128
1272,163935,138450,173622,142174
1273,163897,138447,173711,142196
1274,163931,138457,173694,142185
1275,163963,138471,173657,142174
1276,163992,138459,173732,142211
1277,164049,138463,173821,142233
1278,164037,138463,173868,142249
1279,164017,138447,173926,142270
1280,164038,138444,173977,142284
1281,164057,138454,173989,142290
1282,164098,138446,174015,142311
1283,164130,138442,174034,142308
1284,164145,138440,174064,142314
1285,164157,138439,174060,142316
1286,164167,138440,174078,142314
1287,164181,138442,174096,142321
1288,164177,138434,174142,142327
1289,164194,138433,174147,142330
1290,164210,138424,174054,142283
1291,164227,138429,173664,142131
1292,164243,138423,173351,142013
1293,164248,138420,173266,141987
1294,164160,138416,173275,141984
1295,163998,138384,173290,141990
1296,163905,138373,173407,142025
1297,163943,138391,173425,142037
1298,163976,138409,173359,142012
1299,164014,138422,173380,142025
1300,164073,138431,173426,142041
1301,164037,138413,173526,142073
1302,164021,138405,173615,142108
1303,164022,138403,173676,142137
1304,164053,138404,173703,142152
1305,164086,138397,173726,142170
1306,164116,138411,173737,142168
1307,164127,138416,173743,142172
1308,164142,138427,173748,142171
1309,164161,138426,173782,142171
1310,164166,138430,173820,142177
1311,164154,138424,173858,142188
1312,164176,138429,173875,142200
1313,164200,138435,173785,142166
1314,164212,138439,173451,142027
1315,164251,138437,173216,141956
1316,164238,138443,173225,141967
1317,164115,138408,173269,141968
1318,163920,138370,173324,141991
1319,163862,138369,173442,142037
1320,163885,138368,173448,142035
1321,163885,138361,173371,142011
1322,163896,138374,173395,142009
1323,163964,138396,173452,142039
1324,163972,138396,173540,142073
1325,163940,138389,173581,142091
1326,163941,138389,173629,142105
1327,163977,138385,173667,142111
1328,164011,138389,173689,142123
1329,164043,138392,173718,142137
1330,164066,138393,173755,142147
1331,164064,138401,173768,142146
1332,164177,138546,173667,142032
1333,164195,138562,173702,142049
1334,164206,138553,173753,142077
1335,164231,138532,173778,142073
1336,164247,138555,173731,142057
1337,164208,138537,173436,141948
1338,164006,138491,173137,141838
1339,163825,138461,173080,141819
1340,163802,138454,173132,141839
1341,163835,138463,173159,141853
1342,163855,138473,173250,141885
1343,163877,138483,173318,141907
1344,163934,138487,173253,141879
1345,163929,138480,173229,141869
1346,163910,138467,173298,141888
1347,163929,138465,173369,141921
1348,163978,138474,173447,141943
1349,164008,138488,173492,141964
1350,164044,138489,173538,141975
1351,164053,138497,173558,141986
1352,164058,138503,173558,141974
1353,164081,138511,173575,141987
1354,164085,138503,173609,141993
1355,164093,138501,173626,141996
1356,164115,138514,173661,142012
1357,164145,138520,173682,142005
1358,164172,138530,173721,142026
1359,164180,138527,173729,142027
1360,164190,138529,173522,141945
1361,164139,138513,173090,141773
1362,163910,138460,172878,141704
1363,163768,138432,172914,141718
1364,163764,138434,172932,141726
1365,163799,138462,172925,141724
1366,163811,138460,173056,141786
1367,163856,138480,173099,141786
1368,163923,138491,173051,141775
1369,163919,138499,173061,141774
1370,163895,138497,173131,141803
1371,163933,138492,173221,141845
1372,163985,138498,173266,141855
1373,164026,138517,173324,141864
1374,164028,138517,173349,141872
1375,164053,138520,173354,141877
1376,164070,138531,173380,141891
1377,164078,138533,173411,141884
1378,164080,138521,173440,141896
1379,164082,138513,173485,141915
1380,164106,138508,173503,141923
1381,164131,138522,173559,141934
1382,164138,138513,173593,141946
1383,164165,138522,173619,141950
1384,164209,138529,173491,141904
1385,164199,138534,173031,141730
1386,164076,138511,172704,141606
1387,163843,138455,172673,141599
1388,163766,138445,172680,141606
1389,163801,138460,172675,141592
1390,163825,138482,172798,141651
1391,163842,138470,172935,141708
1392,163906,138494,172916,141703
1393,163940,138503,172930,141704
1394,163901,138494,172996,141723
1395,163919,138498,173076,141743
1396,163957,138507,173133,141772
1397,163991,138503,173185,141794
1398,164038,138519,173209,141802
1399,164065,138531,173234,141821
1400,164072,138531,173246,141823
1401,164078,138531,173272,141815
1402,164090,138530,173305,141837
1403,164102,138530,173345,141850
1404,164117,138537,173375,141869
1405,164131,138526,173405,141875
1406,164148,138530,173457,141898
1407,164171,138539,173516,141910
1408,164212,138540,173515,141907
1409,164215,138533,173320,141831
1410,164191,138540,172846,141645
1411,164025,138494,172573,141546
1412,163799,138426,172551,141540
1413,163773,138430,172561,141547
1414,163806,138445,172542,141541
1415,163816,138458,172680,141605
1416,163845,138453,172773,141634
1417,163922,138464,172724,141616
1418,163937,138469,172745,141619
1419,163912,138467,172831,141660
1420,163925,138461,172954,141710
1421,163971,138458,173038,141734
1422,164001,138461,173088,141748
1423,164032,138460,173124,141771
1424,164050,138455,173156,141775
1425,164066,138465,173186,141779
1426,164093,138481,173220,141797
1427,164101,138481,173257,141802
1428,164115,138481,173290,141826
1429,164106,138497,173340,141836
1430,164125,138515,173386,141846
1431,164154,138516,173441,141877
1432,164140,138481,173516,141854
1433,164158,138472,173588,141861
1434,164165,138474,173634,141870
1435,164128,138470,173651,141875
1436,163928,138409,173632,141868
1437,163766,138368,173349,141758
1438,163759,138378,172948,141600
1439,163790,138387,172831,141571
1440,163779,138377,172861,141586
1441,163849,138388,172828,141575
1442,163904,138399,172901,141603
1443,163884,138390,173033,141664
1444,163872,138386,173047,141663
1445,163898,138393,173025,141654
1446,163932,138383,173046,141669
1447,163967,138389,173139,141698
1448,163994,138381,173198,141725
1449,163997,138369,173234,141740
1450,164005,138383,173305,141761
1451,164026,138384,173336,141771
1452,164035,138404,173385,141794
1453,164044,138402,173436,141817
1454,164063,138410,173477,141830
1455,164084,138417,173531,141841
1456,164094,138404,173570,141860
1457,164124,138407,173614,141871
1458,164126,138404,173638,141885
1459,164108,138393,173660,141888
1460,163968,138367,173674,141887
1461,163778,138321,173609,141867
1462,163730,138318,173247,141712
1463,163767,138342,172917,141602
1464,163800,138348,172855,141581
1465,163830,138364,172913,141598
1466,163889,138377,172917,141607
1467,163883,138385,173024,141646
1468,163862,138377,173063,141660
1469,163890,138381,173033,141654
1470,163923,138397,173052,141652
1471,163957,138408,173105,141674
1472,163977,138406,173176,141707
1473,164000,138411,173260,141729
1474,164021,138420,173300,141752
1475,164021,138430,173347,141782
1476,164042,138430,173398,141799
1477,164040,138432,173476,141835
1478,164061,138436,173540,141862
1479,164090,138440,173585,141894
1480,164100,138447,173643,141915
1481,164118,138446,173719,141937
1482,164136,138447,173781,141977
1483,164153,138446,173837,142005
1484,164108,138444,173838,142015
1485,163900,138392,173643,141936
1486,163729,138348,173240,141766
1487,163705,138353,173007,141681
1488,163746,138364,173025,141693
1489,163744,138372,173027,141713
1490,163774,138384,173051,141721
1491,163842,138405,173159,141761
1492,163836,138420,173224,141784
1493,163824,138418,173231,141787
1494,163851,138424,173253,141798
1495,163898,138434,173281,141800
1496,163957,138433,173309,141804
1497,163988,138428,173347,141810
1498,164001,138414,173376,141821
1499,164006,138400,173336,141785
1500,164012,138376,173316,141763
1501,164035,138384,173318,141757
1502,164052,138382,173341,141763
1503,164076,138402,173384,141776
1504,164084,138414,173370,141773
1505,164100,138405,173443,141787
1506,164128,138430,173513,141818
1507,164147,138429,173514,141817
1508,164188,138436,173347,141737
1509,164201,138454,172991,141609
1510,164083,138422,172882,141588
1511,163840,138356,172994,141637
1512,163734,138340,173073,141679
1513,163747,138352,173137,141708
1514,163746,138359,173297,141765
1515,163740,138347,173415,141821
1516,163806,138357,173433,141830
1517,163835,138372,173456,141839
1518,163831,138367,173484,141846
1519,163842,138383,173534,141862
1520,163869,138386,173594,141894
1521,163945,138391,173699,141944
1522,163977,138404,173756,141971
1523,164006,138402,173746,141958
1524,164026,138405,173760,141964
1525,164040,138416,173752,141958
1526,164066,138415,173771,141940
1527,164064,138410,173823,141975
1528,164074,138411,173884,142003
1529,164096,138429,173897,142011
1530,164113,138409,173759,141935
1531,164128,138412,173282,141729
1532,164012,138376,172861,141551
1533,163895,138195,172941,141557
1534,163754,138194,172979,141564
1535,163744,138208,173028,141580
1536,163765,138212,173050,141590
1537,163784,138209,173101,141608
1538,163875,138220,173127,141614
1539,163927,138241,173163,141622
1540,163898,138216,173222,141643
1541,163897,138221,173271,141662
1542,163938,138220,173320,141675
1543,163981,138225,173280,141664
1544,164035,138230,172859,141497
1545,164065,138249,172431,141337
1546,164112,138239,172359,141315
1547,164134,138261,172421,141337
1548,164139,138267,172400,141332
1549,164163,138249,172473,141348
1550,164165,138226,172656,141429
1551,164185,138246,172717,141440
1552,164197,138245,172707,141437
1553,164186,138247,172740,141451
1554,164079,138220,172834,141490
1555,163884,138192,172943,141532
1556,163823,138180,173011,141554
1557,163845,138192,173068,141574
1558,163867,138220,173134,141604
1559,163912,138221,173182,141611
1560,163988,138225,173212,141621
1561,163981,138236,173248,141652
1562,163957,138238,173308,141651
1563,163954,138249,173355,141677
1564,163982,138261,173396,141683
1565,163980,138261,173449,141713
1566,163984,138258,173494,141728
1567,163985,138255,173477,141708
1568,164005,138265,173102,141562
1569,164020,138280,172702,141410
1570,164036,138290,172638,141387
1571,164060,138296,172684,141411
1572,164094,138305,172685,141398
1573,164110,138317,172767,141447
1574,164106,138308,172922,141513
1575,163928,138261,172944,141523
1576,163755,138228,172909,141505
1577,163723,138218,172964,141532
1578,163734,138219,173048,141564
1579,163727,138225,173135,141590
1580,163781,138243,173192,141625
1581,163859,138262,173240,141636
1582,163828,138238,173281,141646
1583,163790,138227,173313,141659
1584,163822,138239,173336,141656
1585,163852,138241,173364,141670
1586,163897,138254,173399,141678
1587,163932,138262,173451,141703
1588,163960,138277,173514,141728
1589,163996,138282,173535,141734
1590,164007,138290,173493,141704
1591,164028,138313,173108,141556
1592,164045,138328,172766,141422
1593,164060,138327,172749,141426
1594,164071,138328,172817,141461
1595,164062,138317,172854,141460
1596,163893,138263,172976,141515
1597,163658,138188,173074,141549
1598,163593,138162,173053,141540
1599,163616,138184,173043,141537
1600,163603,138192,173101,141555
1601,163628,138194,173164,141580
1602,163736,138209,173252,141609
1603,163777,138219,173325,141638
1604,163745,138210,173369,141653
1605,163768,138209,173405,141661
1606,163813,138210,173440,141660
1607,163859,138233,173468,141677
1608,163900,138272,173497,141686
1609,163945,138283,173509,141685
1610,163957,138298,173552,141696
1611,163983,138316,173590,141710
1612,163974,138292,173619,141713
1613,163970,138273,173557,141704
1614,163994,138278,173140,141523
1615,164014,138294,172781,141400
1616,164040,138288,172771,141393
1617,164065,138295,172818,141419
1618,164035,138308,172827,141426
1619,163788,138245,172871,141445
1620,163594,138208,172968,141492
1621,163574,138213,172981,141491
1622,163592,138221,172973,141481
1623,163576,138216,173006,141502
1624,163634,138210,173077,141519
1625,163714,138220,173165,141550
1626,163720,138230,173224,141573
1627,163708,138228,173259,141584
1628,163731,138235,173298,141599
1629,163773,138246,173338,141607
1630,163821,138253,173363,141613
1631,163848,138260,173381,141631
1632,163995,138206,172535,141221
1633,164013,138205,172440,141207
1634,164041,138206,172460,141210
1635,164083,138221,172459,141208
1636,164096,138219,172546,141242
1637,164118,138223,172776,141342
1638,164011,138197,172890,141391
1639,163740,138128,172888,141390
1640,163614,138102,172959,141416
1641,163631,138119,173037,141447
1642,163655,138129,173048,141444
1643,163667,138137,173056,141445
1644,163722,138158,173100,141458
1645,163781,138169,173177,141483
1646,163780,138175,173255,141519
1647,163767,138172,173337,141545
1648,163785,138154,173437,141594
1649,163835,138161,173544,141632
1650,163870,138160,173624,141667
1651,163900,138169,173710,141706
1652,163931,138178,173755,141718
1653,163958,138185,173748,141725
1654,163971,138191,173573,141653
1655,163987,138194,173145,141483
1656,163988,138194,172911,141396
1657,164002,138189,172846,141375
1658,164019,138186,172744,141324
1659,164040,138180,172704,141294
1660,164064,138176,172842,141346
1661,164032,138171,172926,141379
1662,163814,138108,172910,141379
1663,163617,138039,172967,141400
1664,163602,138044,173069,141445
1665,163651,138066,173157,141473
1666,163672,138086,173215,141502
1667,163707,138091,173287,141524
1668,163781,138104,173367,141554
1669,163780,138122,173421,141578
1670,163767,138119,173461,141597
1671,163758,138108,173461,141587
1672,163798,138112,173461,141581
1673,163843,138117,173504,141583
1674,163876,138123,173567,141617
1675,163897,138138,173625,141637
1676,163909,138144,173621,141634
