index,red1,ir1,red2,ir2
1677,163933,138143,173427,141559
1678,163925,138153,173093,141443
1679,163942,138148,173005,141418
1680,163957,138155,173066,141441
1681,163990,138168,173057,141438
1682,164007,138161,173133,141465
1683,164019,138167,173247,141501
1684,163919,138131,173221,141497
1685,163697,138074,173174,141476
1686,163598,138042,173211,141492
1687,163634,138063,173303,141531
1688,163672,138075,173383,141563
1689,163707,138098,173452,141591
1690,163782,138119,173529,141622
1691,163791,138119,173565,141641
1692,163755,138111,173613,141656
1693,163754,138102,173628,141652
1694,163784,138103,173665,141659
1695,163823,138100,173683,141668
1696,163841,138087,173713,141673
1697,163887,138107,173742,141690
1698,163891,138120,173756,141683
1699,163922,138139,173574,141619
1700,163939,138156,173216,141472
1701,163949,138163,173107,141434
1702,163966,138159,173135,141459
1703,163979,138158,173160,141461
1704,164009,138147,173194,141483
1705,164007,138132,173335,141526
1706,163925,138106,173360,141545
1707,163684,138034,173333,141536
1708,163559,138006,173368,141543
1709,163587,138029,173433,141568
1710,163621,138072,173500,141592
1711,163663,138119,173548,141609
1712,163742,138169,173585,141634
1713,163788,138190,173635,141634
1714,163776,138199,173620,141635
1715,163756,138175,173618,141628
1716,163798,138199,173587,141611
1717,163838,138208,173550,141587
1718,163855,138201,173556,141594
1719,163891,138191,173587,141613
1720,163912,138180,173651,141634
1721,163907,138173,173659,141648
1722,163926,138160,173416,141538
1723,163920,138143,172984,141386
1724,163926,138137,172811,141343
1725,163949,138144,172861,141360
1726,163973,138159,172867,141366
1727,163998,138151,172873,141376
1728,164001,138167,173032,141432
1729,163856,138140,173128,141476
1730,163622,138067,173141,141463
1731,163553,138064,173142,141469
1732,163564,137864,173494,141546
1733,163595,137869,173493,141536
1734,163626,137878,173473,141521
1735,163667,137881,173483,141525
1736,163687,137880,173489,141532
1737,163707,137887,173479,141523
1738,163732,137915,173494,141525
1739,163733,137910,173502,141529
1740,163751,137907,173529,141531
1741,163765,137910,173577,141566
1742,163794,137909,173615,141576
1743,163801,137911,173653,141601
1744,163825,137919,173684,141613
1745,163857,137910,173609,141581
1746,163866,137928,173230,141431
1747,163815,137909,172985,141341
1748,163576,137842,173018,141365
1749,163412,137800,173090,141384
1750,163417,137827,173107,141390
1751,163436,137816,173186,141424
1752,163430,137815,173279,141458
1753,163474,137823,173264,141442
1754,163547,137837,173227,141439
1755,163544,137828,173278,141462
1756,163524,137813,173347,141482
1757,163530,137811,173408,141509
1758,163573,137813,173463,141532
1759,163613,137813,173515,141544
1760,163634,137785,173539,141553
1761,163659,137778,173575,141570
1762,163677,137766,173601,141577
1763,163677,137747,173635,141594
1764,163710,137718,173673,141611
1765,163729,137710,173701,141617
1766,163727,137715,173738,141632
1767,163767,137759,173780,141649
1768,163777,137757,173790,141652
1769,163802,137764,173759,141645
1770,163829,137776,173508,141537
1771,163831,137769,173182,141418
1772,163697,137728,173120,141399
1773,163463,137673,173189,141432
1774,163407,137668,173205,141429
1775,163439,137690,173269,141466
1776,163457,137704,173394,141510
1777,163478,137709,173394,141501
1778,163544,137718,173361,141496
1779,163572,137717,173396,141510
1780,163542,137712,173448,141527
1781,163544,137707,173517,141561
1782,163570,137722,173557,141576
1783,163629,137741,173591,141579
1784,163643,137746,173622,141584
1785,163680,137742,173610,141575
1786,163696,137753,173622,141580
1787,163704,137753,173633,141588
1788,163711,137767,173649,141596
1789,163715,137773,173687,141606
1790,163739,137778,173717,141620
1791,163750,137789,173735,141629
1792,163777,137785,173720,141615
1793,163791,137798,173559,141544
1794,163816,137797,173196,141413
1795,163789,137798,173033,141356
1796,163599,137740,173094,141378
1797,163401,137700,173110,141385
1798,163385,137703,173172,141407
1799,163418,137721,173291,141448
1800,163449,137733,173291,141458
1801,163491,137748,173245,141430
1802,163552,137765,173263,141435
1803,163528,137755,173336,141470
1804,163512,137755,173397,141486
1805,163530,137760,173441,141508
1806,163551,137762,173472,141514
1807,163594,137781,173491,141512
1808,163627,137793,173521,141532
1809,163650,137802,173524,141521
1810,163668,137830,173530,141536
1811,163683,137826,173558,141532
1812,163679,137818,173557,141531
1813,163698,137809,173592,141542
1814,163709,137796,173638,141558
1815,163726,137793,173644,141573
1816,163755,137789,173610,141551
1817,163774,137766,173286,141417
1818,163796,137771,172893,141265
1819,163785,137786,172793,141250
1820,163599,137729,172806,141248
1821,163386,137694,172792,141237
1822,163336,137702,172838,141265
1823,163372,137725,172956,141307
1824,163405,137746,172979,141312
1825,163420,137758,172913,141293
1826,163492,137783,172946,141311
1827,163512,137784,173039,141341
1828,163486,137769,173116,141378
1829,163504,137783,173178,141397
1830,163555,137810,173228,141397
1831,163601,137841,173261,141418
1832,163626,137840,173227,141313
1833,163637,137850,173210,141343
1834,163650,137854,173240,141347
1835,163661,137855,173246,141343
1836,163684,137865,173265,141346
1837,163705,137873,173299,141350
1838,163725,137892,173316,141365
1839,163746,137888,173348,141379
1840,163763,137884,173326,141366
1841,163757,137873,173011,141236
1842,163640,137835,172592,141080
1843,163385,137769,172489,141059
1844,163287,137736,172524,141069
1845,163316,137757,172509,141059
1846,163345,137759,172553,141078
1847,163346,137767,172706,141138
1848,163419,137784,172748,141151
1849,163451,137794,172696,141127
1850,163435,137779,172711,141133
1851,163436,137775,172770,141155
1852,163473,137775,172834,141187
1853,163501,137777,172892,141203
1854,163533,137768,172942,141232
1855,163573,137756,172977,141233
1856,163598,137761,173003,141252
1857,163609,137760,173042,141252
1858,163622,137780,173053,141257
1859,163623,137770,173088,141268
1860,163641,137765,173128,141276
1861,163659,137760,173171,141288
1862,163685,137767,173196,141309
1863,163706,137768,173249,141322
1864,163736,137767,173280,141324
1865,163749,137773,173239,141310
1866,163742,137765,172880,141175
1867,163618,137727,172533,141043
1868,163401,137674,172468,141025
1869,163322,137663,172512,141048
1870,163342,137674,172513,141047
1871,163363,137677,172605,141075
1872,163404,137682,172722,141120
1873,163452,137703,172724,141130
1874,163472,137719,172781,141160
1875,163448,137730,172913,141214
1876,163449,137737,172993,141253
1877,163488,137760,173041,141261
1878,163545,137788,173114,141293
1879,163562,137799,173165,141315
1880,163593,137802,173232,141336
1881,163611,137797,173258,141340
1882,163619,137793,173292,141356
1883,163634,137779,173315,141355
1884,163633,137738,173320,141359
1885,163633,137730,173348,141370
1886,163667,137737,173381,141379
1887,163696,137753,173404,141387
1888,163708,137747,173425,141398
1889,163723,137751,173330,141358
1890,163727,137773,172982,141208
1891,163587,137754,172755,141130
1892,163391,137707,172785,141156
1893,163342,137707,172856,141173
1894,163397,137729,172901,141194
1895,163427,137754,173004,141233
1896,163463,137764,173027,141239
1897,163538,137774,172968,141216
1898,163524,137783,172947,141201
1899,163478,137778,172984,141218
1900,163481,137779,173054,141231
1901,163505,137783,173099,141254
1902,163536,137800,173156,141266
1903,163565,137817,173178,141281
1904,163588,137832,173198,141287
1905,163614,137830,173211,141284
1906,163628,137821,173233,141299
1907,163670,137847,173256,141313
1908,163674,137844,173296,141319
1909,163707,137858,173324,141339
1910,163712,137861,173336,141328
1911,163759,137876,173369,141334
1912,163797,137891,173361,141333
1913,163801,137885,173144,141240
1914,163810,137891,172758,141094
1915,163646,137849,172643,141049
1916,163374,137782,172687,141085
1917,163297,137759,172699,141087
1918,163338,137789,172750,141102
1919,163343,137783,172864,141154
1920,163356,137791,172910,141169
1921,163431,137809,172871,141151
1922,163473,137821,172880,141149
1923,163460,137818,172968,141184
1924,163453,137814,173030,141211
1925,163481,137809,173087,141228
1926,163525,137820,173130,141250
1927,163572,137827,173165,141260
1928,163591,137833,173186,141267
1929,163610,137843,173199,141260
1930,163629,137853,173223,141274
1931,163631,137862,173255,141274
1932,163576,137771,173255,141184
1933,163547,137805,173254,141233
1934,163575,137810,173304,141254
1935,163595,137811,173318,141264
1936,163614,137794,173300,141252
1937,163637,137783,173000,141130
1938,163604,137767,172608,140986
1939,163382,137673,172540,140967
1940,163194,137632,172570,140987
1941,163166,137624,172550,140981
1942,163208,137648,172608,140997
1943,163209,137658,172737,141043
1944,163238,137666,172780,141054
1945,163323,137707,172754,141058
1946,163342,137716,172792,141072
1947,163332,137721,172879,141100
1948,163360,137724,172956,141136
1949,163401,137735,173033,141164
1950,163443,137735,173081,141178
1951,163462,137744,173115,141179
1952,163483,137733,173123,141187
1953,163480,137731,173107,141171
1954,163479,137718,173117,141172
1955,163464,137709,173130,141186
1956,163461,137700,173186,141212
1957,163487,137697,173223,141210
1958,163497,137707,173221,141214
1959,163547,137740,173256,141224
1960,163570,137758,173287,141238
1961,163592,137764,173226,141214
1962,163622,137760,172858,141070
1963,163542,137744,172564,140964
1964,163309,137670,172544,140953
1965,163188,137646,172595,140972
1966,163196,137650,172576,140972
1967,163225,137664,172666,141007
1968,163235,137669,172785,141056
1969,163295,137687,172790,141049
1970,163338,137691,172753,141037
1971,163302,137691,172796,141071
1972,163288,137676,172870,141086
1973,163301,137686,172908,141096
1974,163341,137687,172954,141119
1975,163370,137713,172995,141126
1976,163412,137712,173019,141127
1977,163427,137712,173038,141135
1978,163446,137713,173060,141145
1979,163469,137728,173087,141146
1980,163480,137733,173110,141156
1981,163498,137723,173132,141163
1982,163518,137733,173163,141165
1983,163537,137747,173207,141178
1984,163563,137756,173220,141181
1985,163597,137746,173186,141170
1986,163598,137763,172856,141025
1987,163526,137748,172507,140906
1988,163304,137680,172493,140905
1989,163198,137655,172555,140927
1990,163225,137679,172589,140926
1991,163256,137703,172691,140976
1992,163288,137700,172787,141006
1993,163365,137732,172775,141000
1994,163379,137722,172749,140993
1995,163345,137714,172832,141031
1996,163336,137699,172911,141071
1997,163377,137717,172969,141082
1998,163425,137734,173003,141107
1999,163460,137758,173025,141102
2000,163484,137762,173039,141099
2001,163506,137757,173044,141103
2002,163526,137779,173054,141103
2003,163540,137785,173063,141103
2004,163530,137782,173060,141102
2005,163550,137783,173070,141105
2006,163561,137771,173100,141117
2007,163572,137776,173136,141138
2008,163590,137756,173113,141110
2009,163602,137749,172801,140992
2010,163596,137753,172493,140884
2011,163407,137690,172452,140882
2012,163166,137625,172551,140913
2013,163126,137618,172647,140961
2014,163162,137643,172786,141022
2015,163174,137659,172950,141089
2016,163205,137662,172987,141121
2017,163284,137693,173019,141136
2018,163295,137684,173112,141188
2019,163263,137672,173191,141229
2020,163276,137668,173241,141255
2021,163315,137677,173305,141278
2022,163349,137683,173326,141278
2023,163382,137686,173315,141263
2024,163408,137670,173301,141248
2025,163424,137678,173286,141241
2026,163434,137669,173282,141239
2027,163457,137671,173285,141219
2028,163472,137674,173290,141223
2029,163493,137700,173306,141224
2030,163506,137699,173335,141226
2031,163518,137696,173327,141222
2032,163622,137696,172448,140847
2033,163473,137637,172501,140863
2034,163237,137558,172610,140905
2035,163151,137511,172691,140935
2036,163177,137516,172782,140960
2037,163191,137519,172856,140986
2038,163212,137518,172902,141011
2039,163291,137530,172932,141015
2040,163315,137529,172952,141017
2041,163288,137525,172971,141017
2042,163295,137519,172985,141030
2043,163324,137533,173007,141033
2044,163353,137532,173029,141045
2045,163384,137557,173072,141055
2046,163419,137566,173107,141073
2047,163442,137560,172973,141017
2048,163467,137567,172547,140847
2049,163461,137580,172276,140761
2050,163474,137581,172291,140759
2051,163483,137595,172315,140779
2052,163506,137600,172297,140768
2053,163531,137584,172411,140822
2054,163547,137588,172556,140869
2055,163513,137572,172570,140874
2056,163294,137525,172570,140871
2057,163129,137488,172623,140892
2058,163121,137485,172703,140921
2059,163147,137500,172800,140954
2060,163161,137496,172869,140983
2061,163212,137507,172931,141005
2062,163296,137512,172963,141022
2063,163303,137509,172992,141029
2064,163280,137509,173023,141045
2065,163291,137503,173052,141052
2066,163322,137512,173072,141056
2067,163353,137516,173047,141034
2068,163391,137516,173052,141038
2069,163425,137537,173103,141048
2070,163445,137535,173121,141057
2071,163455,137549,173002,141007
2072,163464,137535,172538,140830
2073,163493,137551,172311,140752
2074,163493,137554,172345,140779
2075,163528,137550,172381,140786
2076,163555,137562,172389,140793
2077,163557,137563,172488,140840
2078,163469,137536,172624,140884
2079,163239,137481,172604,140876
2080,163143,137457,172576,140863
2081,163149,137471,172609,140874
2082,163183,137490,172650,140887
2083,163195,137500,172713,140904
2084,163284,137539,172786,140939
2085,163334,137544,172831,140950
2086,163302,137537,172867,140959
2087,163302,137547,172868,140957
2088,163335,137552,172904,140968
2089,163379,137572,172911,140965
2090,163410,137582,172904,140964
2091,163447,137603,172942,140962
2092,163480,137618,173007,140985
2093,163499,137626,173058,141013
2094,163517,137643,173032,141008
2095,163525,137651,172709,140870
2096,163535,137653,172359,140747
2097,163562,137649,172333,140743
2098,163575,137661,172401,140775
2099,163586,137646,172452,140798
2100,163485,137608,172540,140828
2101,163241,137547,172665,140864
2102,163131,137523,172661,140871
2103,163146,137542,172634,140857
2104,163164,137566,172660,140854
2105,163197,137583,172711,140878
2106,163273,137607,172751,140887
2107,163330,137636,172811,140909
2108,163308,137629,172867,140921
2109,163311,137627,172922,140944
2110,163359,137643,172943,140964
2111,163387,137650,172978,140968
2112,163440,137668,173007,140986
2113,163463,137678,173025,140991
2114,163488,137687,173068,140998
2115,163501,137661,173096,141019
2116,163504,137649,173121,141017
2117,163517,137639,173139,141029
2118,163531,137652,172959,140955
2119,163552,137651,172507,140780
2120,163587,137668,172314,140716
2121,163609,137661,172360,140734
2122,163588,137669,172395,140749
2123,163425,137605,172414,140757
2124,163179,137546,172548,140809
2125,163109,137549,172655,140852
2126,163125,137547,172704,140870
2127,163127,137557,172701,140877
2128,163149,137555,172747,140884
2129,163243,137594,172830,140917
2130,163302,137600,172867,140927
2131,163259,137602,172912,140948
2132,163528,137607,173139,141012
2133,163553,137616,173159,141020
2134,163574,137639,173125,140988
2135,163583,137644,172762,140853
2136,163602,137634,172400,140732
2137,163612,137637,172365,140719
2138,163632,137642,172395,140733
2139,163660,137655,172396,140746
2140,163685,137665,172465,140772
2141,163707,137674,172613,140828
2142,163704,137663,172643,140838
2143,163503,137630,172608,140829
2144,163248,137550,172662,140855
2145,163206,137542,172744,140882
2146,163246,137560,172798,140905
2147,163275,137572,172860,140918
2148,163290,137587,172867,140914
2149,163371,137614,172889,140926
2150,163405,137626,172894,140928
2151,163392,137611,172889,140919
2152,163375,137596,172917,140929
2153,163409,137598,172924,140928
2154,163456,137610,172955,140931
2155,163486,137606,173005,140956
2156,163526,137606,173056,140965
2157,163557,137610,173056,140964
2158,163572,137612,172764,140850
2159,163594,137603,172340,140691
2160,163599,137612,172219,140651
2161,163621,137608,172208,140659
2162,163648,137632,172192,140642
2163,163673,137639,172215,140665
2164,163695,137642,172376,140723
2165,163726,137639,172442,140739
2166,163654,137623,172398,140729
2167,163390,137553,172425,140740
2168,163236,137511,172482,140763
2169,163252,137521,172575,140801
2170,163287,137542,172652,140824
2171,163310,137543,172707,140841
2172,163370,137563,172735,140857
2173,163416,137568,172765,140861
2174,163406,137559,172794,140871
2175,163384,137556,172814,140873
2176,163415,137557,172836,140885
2177,163450,137564,172855,140886
2178,163476,137563,172900,140902
2179,163510,137563,172961,140927
2180,163539,137564,172998,140943
2181,163555,137569,172888,140896
2182,163580,137574,172485,140734
2183,163571,137576,172262,140652
2184,163564,137563,172285,140671
2185,163602,137569,172324,140684
2186,163631,137575,172337,140687
2187,163648,137576,172498,140760
2188,163641,137574,172577,140789
2189,163489,137514,172500,140755
2190,163279,137468,172473,140740
2191,163225,137474,172515,140757
2192,163266,137493,172568,140780
2193,163312,137509,172623,140798
2194,163358,137525,172691,140815
2195,163426,137543,172742,140841
2196,163414,137551,172792,140859
2197,163391,137537,172822,140859
2198,163399,137541,172862,140880
2199,163438,137550,172891,140896
2200,163468,137560,172925,140896
2201,163508,137587,172966,140911
2202,163539,137603,172999,140923
2203,163564,137613,173007,140929
2204,163568,137630,172818,140846
2205,163575,137632,172383,140671
2206,163579,137618,172191,140619
2207,163588,137616,172206,140631
2208,163615,137617,172224,140636
2209,163643,137600,172264,140659
2210,163629,137568,172411,140713
2211,163431,137508,172455,140724
2212,163220,137443,172411,140705
2213,163172,137435,172431,140722
2214,163213,137458,172526,140742
2215,163228,137472,172636,140792
2216,163267,137492,172704,140816
2217,163344,137515,172772,140836
2218,163352,137513,172800,140853
2219,163338,137513,172825,140858
2220,163337,137518,172824,140856
2221,163379,137524,172815,140849
2222,163426,137535,172806,140849
2223,163475,137553,172810,140842
2224,163496,137570,172829,140843
2225,163525,137580,172870,140864
2226,163531,137575,172905,140870
2227,163530,137562,172837,140853
2228,163513,137561,172423,140670
2229,163526,137561,172092,140566
2230,163519,137551,172060,140560
2231,163525,137538,172063,140570
2232,162981,137423,172386,140643
2233,163015,137423,172383,140653
2234,163032,137429,172481,140681
2235,163108,137451,172577,140727
2236,163169,137479,172650,140752
2237,163162,137468,172745,140783
2238,163144,137469,172838,140822
2239,163189,137468,172894,140841
2240,163247,137495,172904,140857
2241,163282,137501,172942,140864
2242,163332,137521,172937,140858
2243,163365,137530,172949,140849
2244,163372,137542,172964,140857
2245,163390,137545,172982,140871
2246,163403,137554,173016,140872
2247,163409,137541,172968,140848
2248,163431,137548,172613,140714
2249,163458,137560,172236,140566
2250,163483,137555,172159,140553
2251,163513,137545,172210,140571
2252,163519,137554,172214,140575
2253,163399,137519,172296,140607
2254,163112,137439,172470,140679
2255,163008,137406,172526,140692
2256,163028,137427,172483,140674
2257,163066,137437,172535,140682
2258,163063,137439,172605,140725
2259,163143,137455,172682,140747
2260,163212,137476,172744,140767
2261,163206,137478,172801,140792
2262,163198,137476,172834,140794
2263,163218,137473,172827,140797
2264,163269,137474,172863,140808
2265,163317,137503,172873,140797
2266,163353,137512,172885,140805
2267,163390,137514,172925,140813
2268,163385,137509,172965,140834
2269,163412,137522,173004,140846
2270,163436,137528,172998,140823
2271,163449,137520,172781,140746
2272,163469,137540,172344,140567
2273,163477,137536,172173,140516
2274,163507,137543,172177,140516
2275,163536,137555,172171,140521
2276,163543,137561,172175,140532
2277,163408,137517,172349,140582
2278,163152,137427,172382,140599
2279,163065,137407,172320,140581
2280,163107,137424,172315,140578
2281,163124,137443,172366,140591
2282,163157,137453,172438,140622
2283,163247,137496,172504,140642
2284,163296,137514,172551,140654
2285,163256,137517,172590,140679
2286,163253,137516,172600,140674
2287,163287,137517,172621,140674
2288,163319,137527,172610,140688
2289,163366,137523,172646,140690
2290,163394,137512,172693,140701
2291,163431,137501,172753,140732
2292,163451,137499,172779,140746
2293,163456,137499,172746,140720
2294,163456,137501,172422,140589
2295,163463,137513,172047,140440
2296,163487,137533,171960,140416
2297,163513,137533,172019,140445
2298,163539,137540,172048,140460
2299,163553,137545,172201,140519
2300,163407,137507,172316,140567
2301,163161,137427,172299,140550
2302,163109,137424,172280,140557
2303,163148,137444,172325,140558
2304,163176,137460,172397,140585
2305,163211,137464,172479,140631
2306,163281,137497,172546,140640
2307,163283,137490,172593,140659
2308,163234,137472,172616,140666
2309,163237,137450,172643,140661
2310,163275,137472,172649,140675
2311,163325,137492,172672,140672
2312,163375,137499,172685,140672
2313,163403,137499,172704,140678
2314,163438,137528,172737,140686
2315,163472,137532,172718,140669
2316,163480,137542,172403,140552
2317,163497,137544,171961,140381
2318,163517,137558,171798,140331
2319,163534,137555,171808,140343
2320,163569,137567,171807,140342
2321,163584,137568,171847,140361
2322,163590,137569,172015,140429
2323,163422,137521,172075,140449
2324,163139,137429,172004,140421
2325,163067,137422,172024,140426
2326,163090,137441,172091,140450
2327,163120,137462,172174,140488
2328,163121,137471,172244,140510
2329,163224,137499,172287,140536
2330,163273,137519,172345,140542
2331,163234,137499,172409,140571
2332,163381,137554,173149,140854
2333,163381,137542,173072,140795
2334,163401,137551,172689,140638
2335,163426,137563,172376,140527
2336,163450,137578,172414,140554
2337,163480,137584,172483,140586
2338,163484,137570,172453,140585
2339,163511,137578,172536,140613
2340,163441,137573,172625,140654
2341,163153,137492,172579,140641
2342,162998,137457,172470,140594
2343,162988,137487,172444,140580
2344,163006,137496,172478,140583
2345,163005,137489,172534,140608
2346,163065,137490,172600,140611
2347,163136,137514,172671,140633
2348,163124,137474,172738,140666
2349,163102,137453,172764,140672
2350,163128,137441,172808,140698
2351,163179,137445,172886,140730
2352,163241,137473,172939,140762
2353,163291,137493,172981,140767
2354,163324,137514,173063,140808
2355,163355,137529,173096,140825
2356,163369,137549,172980,140786
2357,163387,137554,172496,140589
2358,163416,137552,172173,140460
2359,163439,137556,172150,140455
2360,163504,137574,172129,140446
2361,163506,137567,172144,140460
2362,163522,137557,172287,140510
2363,163518,137555,172459,140585
2364,163322,137486,172489,140589
2365,163038,137392,172511,140601
2366,162932,137351,172606,140650
2367,162948,137354,172657,140675
2368,162968,137367,172689,140677
2369,162994,137373,172737,140693
2370,163098,137389,172791,140697
2371,163155,137417,172821,140725
2372,163132,137426,172866,140741
2373,163128,137416,172903,140748
2374,163170,137418,172922,140748
2375,163224,137417,172934,140748
2376,163265,137412,172957,140764
2377,163304,137406,172998,140770
2378,163321,137391,172996,140771
2379,163326,137390,172830,140710
2380,163357,137388,172362,140513
2381,163341,137378,172145,140429
2382,163342,137360,172171,140449
2383,163355,137374,172195,140461
2384,163398,137375,172232,140466
2385,163420,137377,172381,140527
2386,163461,137390,172453,140545
2387,163387,137376,172410,140529
2388,163148,137308,172425,140540
2389,162999,137275,172476,140556
2390,163017,137300,172547,140587
2391,163048,137317,172648,140627
2392,163073,137321,172722,140648
2393,163152,137332,172778,140670
2394,163203,137338,172843,140711
2395,163181,137319,172907,140741
2396,163166,137309,172943,140744
2397,163194,137311,173029,140769
2398,163244,137319,173087,140800
2399,163280,137318,173095,140804
2400,163310,137326,173025,140765
2401,163335,137341,172684,140634
2402,163340,137331,172432,140538
2403,163346,137329,172431,140551
2404,163345,137333,172524,140590
2405,163372,137337,172588,140615
2406,163388,137348,172726,140660
2407,163410,137336,172770,140672
2408,163428,137333,172716,140654
2409,163349,137308,172711,140651
2410,163103,137236,172758,140663
2411,162962,137198,172816,140692
2412,162989,137207,172867,140706
2413,163035,137228,172892,140700
2414,163070,137244,172946,140720
2415,163154,137278,172970,140733
2416,163196,137301,173004,140748
2417,163180,137307,173032,140753
2418,163153,137297,173073,140777
2419,163179,137305,173140,140792
2420,163223,137308,173140,140806
2421,163255,137320,172975,140733
2422,163292,137315,172584,140585
2423,163324,137316,172459,140538
2424,163354,137318,172489,140562
2425,163348,137305,172506,140566
2426,163344,137295,172583,140601
2427,163366,137288,172734,140651
2428,163377,137287,172779,140667
2429,163435,137284,172752,140660
2430,163459,137286,172750,140661
2431,163436,137281,172802,140680
2432,163002,137204,173055,140741
2433,163048,137207,172684,140606
2434,163079,137218,172574,140568
2435,163107,137208,172609,140584
2436,163118,137213,172633,140587
2437,163120,137224,172682,140606
2438,163146,137272,172808,140665
2439,163191,137337,172847,140659
2440,163236,137375,172808,140657
2441,163246,137372,172827,140665
2442,163257,137383,172872,140679
2443,163167,137348,172920,140690
2444,162859,137242,172987,140719
2445,162741,137209,173031,140731
2446,162732,137204,173068,140748
2447,162763,137213,173104,140755
2448,162772,137190,173117,140758
2449,162850,137215,173142,140773
2450,162943,137242,173156,140779
2451,162919,137238,173201,140779
2452,162902,137218,173244,140797
2453,162912,137228,173270,140805
2454,162966,137234,173164,140763
2455,163009,137237,172754,140603
2456,163046,137238,172493,140502
2457,163084,137246,172502,140520
2458,163106,137233,172531,140535
2459,163123,137237,172546,140539
2460,163135,137235,172651,140575
2461,163150,137240,172763,140614
2462,163173,137235,172770,140623
2463,163195,137238,172771,140616
2464,163217,137221,172806,140628
2465,163125,137198,172869,140654
2466,162836,137114,172939,140670
2467,162725,137088,172989,140705
2468,162735,137103,173029,140713
2469,162762,137125,173045,140719
2470,162792,137138,173021,140702
2471,162883,137147,172985,140685
2472,162972,137170,172963,140672
2473,162957,137158,172939,140664
2474,162955,137167,172965,140662
2475,162971,137183,172994,140678
2476,163010,137179,173016,140683
2477,163061,137192,172874,140613
2478,163089,137197,172399,140433
2479,163125,137194,172174,140360
2480,163137,137186,172219,140389
2481,163166,137204,172287,140420
2482,163168,137207,172346,140444
2483,163190,137213,172511,140511
2484,163220,137218,172629,140558
2485,163263,137231,172635,140555
2486,163283,137230,172631,140559
2487,163236,137220,172697,140579
2488,162996,137147,172757,140599
2489,162810,137112,172828,140625
2490,162812,137120,172885,140645
2491,162868,137150,172931,140659
2492,162887,137152,172956,140671
2493,162960,137174,172954,140664
2494,163031,137198,172958,140669
2495,163026,137200,172970,140668
2496,163004,137201,173003,140679
2497,163025,137216,173006,140674
2498,163063,137221,172989,140669
2499,163105,137227,172823,140592
